null_type,realization,rho_per_T,p_per_T,rho_per_gal,p_per_gal,n_shellbearing,n_total,frac_T2,n_T2,frac_T3,n_T3,frac_T4,n_T4,frac_T5,n_T5,frac_T6,n_T6,frac_T7,n_T7,frac_T8,n_T8,frac_T9,n_T9
scramble,45,-0.3571428571428572,0.38512064355625614,-0.2303154708682313,0.020499719030672665,33,101,0.8888888888888888,9,0.2,10,0.29411764705882354,17,0.3076923076923077,13,0.375,16,0.2857142857142857,14,0.3333333333333333,6,0.125,16
scramble,46,-0.4910267673844361,0.21660820414021398,-0.19114110322122213,0.0555273114192404,28,101,0.7777777777777778,9,0.2,10,0.29411764705882354,17,0.23076923076923078,13,0.1875,16,0.14285714285714285,14,0.5,6,0.1875,16
scramble,47,-0.2142857142857143,0.6103444156452669,-0.04136394765788536,0.6812895819404572,34,101,0.6666666666666666,9,0.0,10,0.35294117647058826,17,0.46153846153846156,13,0.3125,16,0.2857142857142857,14,0.16666666666666666,6,0.375,16
scramble,48,-0.4047619047619048,0.3198886412288163,-0.1182165775864362,0.23903286152622513,38,101,0.6666666666666666,9,0.2,10,0.4117647058823529,17,0.5384615384615384,13,0.25,16,0.42857142857142855,14,0.16666666666666666,6,0.3125,16
scramble,49,-0.22754898976351917,0.5878445645010818,-0.11519736949586723,0.25132689891769483,30,101,0.7777777777777778,9,0.0,10,0.29411764705882354,17,0.38461538461538464,13,0.25,16,0.21428571428571427,14,0.3333333333333333,6,0.25,16
scramble,50,-0.203596464525254,0.6286746732890388,-0.15045937312208532,0.13313844151018991,29,101,0.7777777777777778,9,0.1,10,0.23529411764705882,17,0.38461538461538464,13,0.25,16,0.21428571428571427,14,0.16666666666666666,6,0.25,16
scramble,51,-0.023809523809523815,0.9553740118158806,-0.14373385077812856,0.1515766358180359,32,101,0.8888888888888888,9,0.2,10,0.29411764705882354,17,0.23076923076923078,13,0.125,16,0.35714285714285715,14,0.5,6,0.25,16
scramble,52,-0.38095238095238104,0.35181255311756476,-0.1402266197863264,0.1619210649882097,29,101,0.7777777777777778,9,0.0,10,0.35294117647058826,17,0.3076923076923077,13,0.1875,16,0.2857142857142857,14,0.16666666666666666,6,0.25,16
scramble,53,-0.3233590907165799,0.4346394485508573,-0.1044649116770359,0.2985075646026752,31,101,0.6666666666666666,9,0.2,10,0.35294117647058826,17,0.15384615384615385,13,0.3125,16,0.2857142857142857,14,0.16666666666666666,6,0.3125,16
scramble,54,-0.4285714285714286,0.2894032248467901,-0.25018338509602056,0.011626602795626583,37,101,0.8888888888888888,9,0.2,10,0.35294117647058826,17,0.6153846153846154,13,0.25,16,0.2857142857142857,14,0.5,6,0.125,16
scramble,55,-0.6904761904761906,0.057990318164572716,-0.25444375829252214,0.01023737106940865,33,101,0.8888888888888888,9,0.2,10,0.35294117647058826,17,0.38461538461538464,13,0.25,16,0.2857142857142857,14,0.16666666666666666,6,0.1875,16
